idx,process,process_general,origin,origin_region,roast,grind,arabica_percentage,pure_arabica,washed,natural,fermented_traditional,fermented_closed_tank,brewing_method
241,Natural,Natural,Nikaragua,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
242,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
243,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
244,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
245,Natural,Natural,Nikaragua,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
246,Semi-washed,Semi-washed,Honduras,Latam,light,ground,100,TRUE,TRUE,FALSE,TRUE,FALSE,drip
247,Natural,Natural,Rwanda,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
248,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
249,Anaerobic,Fermented,Brazylia,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
250,Washed,Washed,Honduras,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
251,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
252,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
253,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
254,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
255,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
256,Natural,Natural,Kolumbia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
257,Washed,Washed,"Papua Nowa Gwinea, Rwanda",Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
258,Natural,Natural,Kolumbia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
259,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
260,Honey,Honey,Salwador,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
261,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
262,Natural,Natural,Indonezja,Asia,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
263,Natural,Natural,Brazylia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
264,Natural,Natural,Chiny,Asia,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
265,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
266,Honey,Honey,Burundi,Africa,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
267,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
268,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
269,Anaerobic,Fermented,Rwanda,Africa,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
270,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
271,Washed,Washed,Indie,Asia,light,beans,0,FALSE,TRUE,FALSE,FALSE,FALSE,drip
272,Washed,Washed,Kostaryka,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
273,Natural,Natural,Meksyk,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
274,Washed,Washed,Nikaragua,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
275,Natural,Natural,Brazylia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
276,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
277,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
278,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
279,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
280,Natural,Natural,Peru,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
281,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
282,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
283,Natural,Natural,Peru,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
284,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
285,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
286,Natural,Natural,Salwador,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
287,Honey,Honey,Salwador,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
288,Honey,Honey,Salwador,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
289,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
290,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
291,Washed,Washed,Meksyk,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
292,Natural,Natural,Mjanma,Asia,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
293,Natural,Natural,Kostaryka,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
294,Honey,Honey,Salwador,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
295,Natural,Natural,Gwatemala,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
296,Honey,Honey,Honduras,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
297,Natural,Natural,Rwanda,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
298,Natural,Natural,Kolumbia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
299,Natural,Natural,Kolumbia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
300,Natural,Natural,Kostaryka,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
301,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
302,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
303,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
304,Natural,Natural,Salwador,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
305,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
306,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
307,Natural,Natural,Salwador,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
308,Honey,Honey,Brazylia,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
309,Washed,Washed,Demokratyczna Republika Konga,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
310,Honey,Honey,Etiopia,Africa,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
311,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
312,Semi-washed,Semi-washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,drip
313,Natural,Natural,Papua Nowa Gwinea,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
314,Washed,Washed,Tanzania,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
315,Natural,Natural,Honduras,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
316,Pulped natural,Hybrid,Brazylia,Latam,light,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,drip
317,Aerobic Fermentation in Piles,Fermented,Brazylia,Latam,light,beans,100,TRUE,FALSE,FALSE,TRUE,FALSE,drip
318,Experimental Anaerobic,Fermented,Gwatemala,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
319,Honey,Honey,Honduras,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
320,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
321,Washed,Washed,Boliwia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
322,Natural,Natural,Boliwia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
323,Washed,Washed,Honduras,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
324,Natural,Natural,Kolumbia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
325,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
326,Washed,Washed,Indonezja,Asia,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
327,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
328,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
329,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
330,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
331,Monsooning,Monsooning,Laos,Asia,light,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,drip
332,Honey,Honey,Kostaryka,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
333,Washed,Washed,Peru,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
334,Anaerobic natural,Fermented,Salwador,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,TRUE,drip
335,Natural,Natural,Meksyk,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
336,Natural,Natural,"Brazylia, Etiopia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
337,Honey,Honey,Brazylia,Latam,light,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,drip
338,Anaerobic,Fermented,Burundi,Africa,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
339,Washed,Washed,Salwador,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
340,Washed,Washed,Kostaryka,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
341,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
342,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
343,Closed Tank Fermentation,Fermented,Indonezja,Asia,light,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,drip
344,Carbonic Maceration,Fermented,Gwatemala,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
345,Carbonic Maceration,Fermented,Gwatemala,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
346,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
347,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
348,Natural,Natural,Salwador,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
349,Natural,Natural,Panama,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
350,Natural,Natural,Kostaryka,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
351,Rum Aged,Fermented,Kolumbia,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,drip
352,Washed Double Anaerobic,Fermented,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,drip
353,Anaerobic,Fermented,Kolumbia,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
354,Anaerobic,Fermented,Salwador,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
355,Anaerobic,Fermented,Salwador,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
356,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
357,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
358,Washed,Washed,Tanzania,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
359,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
360,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
361,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
362,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
363,Washed,Washed,Burundi,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
364,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
365,Natural,Natural,Boliwia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
366,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
367,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
368,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
369,Washed,Washed,Salwador,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
370,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
371,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
372,Washed,Washed,Gwatemala,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
373,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
374,Anaerobic,Fermented,Kolumbia,Latam,light,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,drip
375,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
376,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
377,Natural,Natural,Kostaryka,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
378,Washed,Washed,Etiopia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
379,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,drip
380,Natural,Natural,Brazylia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,drip
381,Natural,Natural,Panama,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
382,Rum Aged,Fermented,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
383,Natural,Natural,"Etiopia, Kolumbia",Mixed,medium,ground,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
384,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
385,Natural,Natural,"Etiopia, Kolumbia",Mixed,medium,ground,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
386,Natural,Natural,"Etiopia, Kolumbia",Mixed,medium,ground,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
387,Rum Aged,Fermented,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
388,Rum Aged,Fermented,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
389,Washed,Washed,Honduras,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
390,Natural,Natural,Brazylia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
391,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
392,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
393,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
394,Washed,Washed,Malawi,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
395,Washed,Washed,Rwanda,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
396,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
397,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
398,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
399,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
400,Semi-washed,Semi-washed,Indonezja,Asia,medium,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,"drip, espresso"
401,Semi-Carbonic Maceration,Fermented,Meksyk,Latam,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
402,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
403,Natural,Natural,Kolumbia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
404,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
405,Natural,Natural,Rwanda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
406,Semi-Carbonic Maceration,Fermented,Gwatemala,Latam,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
407,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
408,Washed,Washed,Burundi,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
409,Washed,Washed,Kolumbia,Latam,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
410,Natural,Natural,Brazylia,Latam,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
411,Semi-Washed Kombucha Experiment,Fermented,Salwador,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,"drip, espresso"
412,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,"drip, espresso"
413,Washed,Washed,Kenia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
414,Natural,Natural,Rwanda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
415,Anaerobic,Fermented,Kolumbia,Latam,medium,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,"drip, espresso"
416,Natural,Natural,Panama,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
417,Rum Aged,Fermented,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
418,Rum Aged,Fermented,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,"drip, espresso"
419,Washed,Washed,Honduras,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
420,Washed,Washed,Honduras,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
421,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
422,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
423,Natural,Natural,Kostaryka,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
424,Honey,Honey,Kostaryka,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
425,Natural,Natural,Etiopia,Africa,light,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
426,Semi-Washed Kombucha Experiment,Fermented,"Etiopia, Gwatemala",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,"drip, espresso"
427,Honey,Honey,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
428,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
429,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
430,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
431,Washed,Washed,Kenia,Africa,light,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
432,Anaerobic natural,Fermented,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,TRUE,"drip, espresso"
433,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
434,Natural,Natural,Kolumbia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
435,Washed,Washed,Nikaragua,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
436,Washed,Washed,Burundi,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
437,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
438,Honey,Honey,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
439,Natural,Natural,Gwatemala,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
440,Washed,Washed,Kenia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
441,Washed,Washed,Rwanda,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
442,Honey,Honey,Indonezja,Asia,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
443,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
444,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
445,Anaerobic,Fermented,Kolumbia,Latam,medium,beans,100,TRUE,FALSE,FALSE,FALSE,TRUE,"drip, espresso"
446,Washed and natural,Hybrid,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,"drip, espresso"
447,Honey,Honey,Salwador,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
448,Natural,Natural,Salwador,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
449,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,"drip, espresso"
450,Honey,Honey,Salwador,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,"drip, espresso"
451,Fermentacja kontrolowana,Fermented,Brazylia,Latam,medium,beans,100,TRUE,FALSE,FALSE,TRUE,FALSE,"drip, espresso"
452,Natural,Natural,Rwanda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,"drip, espresso"
453,Natural,Natural,Uganda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
454,Natural,Natural,Uganda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
455,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
456,Rum Aged,Fermented,Italy,Europe,medium,beans,85,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
457,Rum Aged,Fermented,Italy,Europe,medium,beans,85,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
458,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
459,Natural,Natural,Kenia,Africa,medium,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
460,Semi-Washed Kombucha Experiment,Fermented,Italy,Europe,medium,beans,75,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
461,Semi-Washed Kombucha Experiment,Fermented,Italy,Europe,medium,beans,75,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
462,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
463,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
464,Washed,Washed,Peru,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
465,Semi-Carbonic Maceration,Fermented,"Brazylia, Kolumbia",Latam,medium,ground,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
466,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
467,Washed,Washed,Italy,Europe,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
468,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
469,Washed,Washed,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
470,Washed,Washed,Demokratyczna Republika Konga,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
471,Washed,Washed,Peru,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
472,Washed,Washed,Peru,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
473,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
474,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
