idx,process,process_general,origin,origin_region,roast,grind,arabica_percentage,pure_arabica,washed,natural,fermented_traditional,fermented_closed_tank,brewing_method
475,Pulped natural,Hybrid,"Etiopia, Brazylia",Mixed,medium,beans,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
476,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
477,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
478,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
479,Natural,Natural,Kenia,Africa,medium,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
480,Washed,Washed,"Brazylia, Burundi, Peru",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
481,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
482,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
483,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
484,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
485,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
486,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
487,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
488,Semi-washed,Semi-washed,Italy,Europe,dark,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,espresso
489,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
490,Washed,Washed,"Salwador, Nikaragua",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
491,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
492,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
493,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
494,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
495,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
496,Semi-Washed Kombucha Experiment,Fermented,Brazylia,Latam,dark,ground,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
497,Rum Aged,Fermented,"Brazylia, Indie",Mixed,dark,ground,80,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
498,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
499,Rum Aged,Fermented,"Peru, Gwatemala",Latam,dark,beans,75,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
500,Rum Aged,Fermented,"Peru, Gwatemala",Latam,dark,beans,75,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
501,Rum Aged,Fermented,"Peru, Gwatemala",Latam,dark,beans,75,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
502,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
503,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
504,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
505,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
506,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
507,Washed,Washed,"Etiopia, Kolumbia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
508,Washed,Washed,"Etiopia, Kolumbia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
509,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
510,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
511,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
512,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
513,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
514,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
515,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
516,Washed,Washed,Etiopia,Africa,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
517,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
518,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
519,Natural,Natural,"Etiopia, Brazylia, Kolumbia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
520,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
521,Natural,Natural,"Etiopia, Brazylia, Kolumbia",Mixed,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
522,Natural,Natural,"Etiopia, Brazylia, Kolumbia",Mixed,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
523,Natural,Natural,"Etiopia, Brazylia",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
524,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
525,Semi-Carbonic Maceration,Fermented,"Brazylia, Etiopia",Mixed,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
526,Semi-Carbonic Maceration,Fermented,"Brazylia, Etiopia",Mixed,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
527,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
528,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
529,Natural,Natural,Brazylia,Latam,medium,ground,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
530,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
531,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
532,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,80,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
533,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,80,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
534,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,80,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
535,Washed,Washed,"Brazylia, Gwatemala, Etiopia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
536,Washed,Washed,"Brazylia, Gwatemala, Etiopia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
537,Washed,Washed,"Brazylia, Gwatemala, Etiopia",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
538,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
539,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
540,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
541,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
542,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
543,Washed and natural,Hybrid,Etiopia,Africa,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
544,Washed and natural,Hybrid,Etiopia,Africa,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
545,Washed,Washed,"Brazylia, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
546,Washed,Washed,"Brazylia, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
547,Washed,Washed,"Brazylia, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
548,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
549,Semi-Carbonic Maceration,Fermented,Brazylia,Latam,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
550,Washed,Washed,Kolumbia,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
551,Semi-Carbonic Maceration,Fermented,Etiopia,Africa,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
552,Washed,Washed,Gwatemala,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
553,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
554,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
555,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
556,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
557,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
558,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
559,Natural,Natural,Panama,Latam,dark,beans,92,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
560,Natural,Natural,Panama,Latam,dark,beans,92,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
561,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
562,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
563,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
564,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
565,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
566,Pulped natural,Hybrid,Indonezja,Asia,dark,ground,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
567,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
568,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
569,Rum Aged,Fermented,"Brazylia, Indie",Mixed,dark,ground,80,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
570,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
571,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
572,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
573,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
574,Natural,Natural,"Honduras, Kolumbia, Peru",Latam,dark,beans,70,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
575,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
576,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
577,Natural,Natural,Etiopia,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
578,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
579,Pulped natural,Hybrid,"Etiopia, Brazylia",Mixed,medium,beans,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
580,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
581,Pulped natural,Hybrid,"Etiopia, Brazylia",Mixed,medium,beans,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
582,Pulped natural,Hybrid,"Etiopia, Brazylia",Mixed,medium,beans,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
583,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
584,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
585,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
586,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
587,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,30,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
588,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
589,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
590,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
591,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
592,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
593,Pulped natural,Hybrid,"Kenia, Indie",Mixed,dark,ground,40,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
594,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
595,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
596,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
597,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
598,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Indie",Mixed,dark,beans,78,FALSE,TRUE,FALSE,FALSE,TRUE,espresso
599,Natural,Natural,Panama,Latam,dark,beans,85,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
600,Natural,Natural,Panama,Latam,dark,beans,85,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
601,Washed,Washed,Peru,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
602,Natural,Natural,Salwador,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
603,Natural,Natural,Salwador,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
604,Washed,Washed,Etiopia,Africa,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
605,Washed,Washed,Etiopia,Africa,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
606,Washed,Washed,Etiopia,Africa,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
607,Washed,Washed,"Etiopia, Gwatemala",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
608,Washed,Washed,"Etiopia, Gwatemala",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
609,Washed,Washed,"Salwador, Indie",Mixed,dark,beans,75,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
610,Semi-Carbonic Maceration,Fermented,Brazylia,Latam,dark,beans,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
611,Natural,Natural,Salwador,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
612,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
613,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
614,Rum Aged,Fermented,"Brazylia, Indie",Mixed,dark,ground,80,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
615,Natural,Natural,"Etiopia, Brazylia",Mixed,dark,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
616,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
617,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
618,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
619,Natural,Natural,Panama,Latam,dark,beans,55,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
620,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
621,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
622,Natural,Natural,Kenia,Africa,medium,beans,70,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
623,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
624,Natural,Natural,Kenia,Africa,medium,beans,80,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
625,Rum Aged,Fermented,Indonezja,Asia,medium,ground,70,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
626,Pulped natural,Hybrid,"Etiopia, Kolumbia",Mixed,medium,ground,60,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
627,Semi-Carbonic Maceration,Fermented,"Brazylia, Kolumbia",Latam,medium,ground,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
628,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
629,Washed,Washed,"Brazylia, Peru",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
630,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
631,Natural,Natural,Rwanda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
632,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
633,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
634,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
635,Natural,Natural,Panama,Latam,dark,beans,40,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
636,Natural,Natural,Panama,Latam,dark,beans,90,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
637,Natural,Natural,"Brazylia, Kostaryka, Nikaragua",Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
638,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
639,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
640,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
641,Washed,Washed,"Kenia, Indie",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
642,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
643,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
644,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,30,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
645,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
646,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
647,Semi-Carbonic Maceration,Fermented,"Brazylia, Kolumbia",Latam,medium,ground,100,TRUE,FALSE,FALSE,FALSE,FALSE,espresso
648,Washed,Washed,"Brazylia, Peru, Wietnam",Mixed,dark,ground,30,FALSE,TRUE,FALSE,FALSE,FALSE,espresso
649,Pulped natural,Hybrid,Indonezja,Asia,dark,ground,50,FALSE,TRUE,TRUE,FALSE,FALSE,espresso
650,Natural,Natural,Panama,Latam,dark,beans,50,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
651,Natural,Natural,Panama,Latam,dark,beans,30,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
652,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
653,Natural,Natural,Panama,Latam,dark,beans,60,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
654,Rum Aged,Fermented,"Peru, Gwatemala",Latam,dark,beans,75,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
655,Natural,Natural,Panama,Latam,dark,beans,10,FALSE,FALSE,TRUE,FALSE,FALSE,espresso
656,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
657,Pulped natural,Hybrid,"Brazylia, Indie",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
658,Washed,Washed,Chiny,Asia,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
659,Washed,Washed,Kolumbia,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
660,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
661,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
662,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
663,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
664,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
665,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
666,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
667,Pulped natural,Hybrid,Brazylia,Latam,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
668,Honey,Honey,Kostaryka,Latam,medium,beans,100,TRUE,TRUE,TRUE,TRUE,FALSE,espresso
669,Rum Aged,Fermented,"Peru, Gwatemala",Latam,dark,beans,75,FALSE,FALSE,FALSE,FALSE,FALSE,espresso
670,Washed,Washed,"Brazylia, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
671,Washed,Washed,"Brazylia, Honduras",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
672,Washed,Washed,"Brazylia, Honduras",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
673,Washed,Washed,Gwatemala,Latam,dark,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
674,Natural,Natural,Uganda,Africa,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
675,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Uganda",Mixed,medium,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
676,Natural,Natural,"Brazylia, Uganda",Mixed,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
677,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
678,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
679,Washed and natural,Hybrid,"Brazylia, Tanzania",Mixed,medium,beans,100,TRUE,TRUE,TRUE,FALSE,FALSE,espresso
680,Washed,Washed,"Peru, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
681,Washed,Washed,"Peru, Gwatemala",Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
682,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
683,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
684,Natural,Natural,Brazylia,Latam,medium,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
685,Natural,Natural,Brazylia,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
686,Natural,Natural,Brazylia,Latam,dark,beans,100,TRUE,FALSE,TRUE,FALSE,FALSE,espresso
687,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
688,Washed,Washed,Gwatemala,Latam,medium,beans,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
689,Washed,Washed,Gwatemala,Latam,medium,ground,100,TRUE,TRUE,FALSE,FALSE,FALSE,espresso
690,Semi-washed,Semi-washed,"Brazylia, Gwatemala",Latam,dark,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,espresso
691,Semi-washed,Semi-washed,"Brazylia, Gwatemala",Latam,dark,beans,100,TRUE,TRUE,FALSE,TRUE,FALSE,espresso
692,Semi-Washed Kombucha Experiment,Fermented,"Brazylia, Tanzania",Mixed,dark,beans,100,TRUE,TRUE,FALSE,FALSE,TRUE,espresso
